Id	Length	HS	PT	GG	NL	#1#
ENST00000330143	373	76,91,101	149,184,315	10,11,59,237	7,58,74,79,88,102,114,115,120,190,352	49
ENST00000368924	368		294,355	58,357	9,60,130,175,310,319,367	27
ENST00000246337	366	207			192	
ENST00000331780	382	6,49,216	211	93,100,107,118,121,137,180,182,265,291,300	13,30,53,91,131,140,235,237,289,318,323,333,379	52,336,351
ENST00000318683	331	2,7		151,168	26,28,37,55,60,67,69,72,81,87,91,112,125,206,248,256,269,325,329	222
ENST00000307720	370	248,335		114	69,190,293	
ENST00000241256	366				37,40	
ENST00000329797	369	290,317,321,324,330	43,270,329,345	91,102,125,151,365	10,32,68,145,217,337,362	18
ENST00000540200	359	5,43			24	
ENST00000261837	341		8			
ENST00000359462	366					
ENST00000361264	325		220,253		240,243,260	
ENST00000269886	330	290		225	68,327	
ENST00000381801	336			335	330	
ENST00000358075	327	47			7,27,38	
ENST00000222374	326					
ENST00000331410	366	18	113		134,314,341	
ENST00000395905	371	32,127,175		331	10,158,178,246,323	141
ENST00000253008	227					
ENST00000305344	365				14,81,87,269	
ENST00000274031	366			173		
ENST00000224950	368	123,151,248			183,203	
ENST00000374193	367		96	203	27,39,114,357	18
ENST00000223208	362		319		15,94,216,341,343	
ENST00000376371	366				156,175,222	150
ENST00000383801	368	28,216	4		30,119	22
ENST00000339235	365					
ENST00000381140	364		209		6,27,324	
ENST00000493094	333	20		296	3,213,258,280,313,314	
ENST00000566936	279					
ENST00000434753	366	125	340		26,69,153,175,228,242	
ENST00000331595	368	323		35	22	6
ENST00000439537	278	270	256,257	57	35,73,82	
ENST00000301981	367			283	267	
ENST00000358656	366	71,151	26,75,150,340	66,265	102,133	147
ENST00000650645	365	359			356	
ENST00000229266	332	82,109,224,240			206,207,213,279	
ENST00000216294	368		313	274,355	21,222,306	322
ENST00000394125	372	346	41	26,148,226,335,340	27,67,78,128,251,288,326	23,255
ENST00000284767	364		21		86,112,127,219,224,241,299	
ENST00000394684	365			20		
ENST00000157600	343	227	342		45,46,48,204,243,295	
ENST00000324938	365	360			47,117	
ENST00000538789	354	150,157	175,339	201,209,236,306	106,129,155,176,192,216,255,258,285,308,319,323	
ENST00000357166	364					
ENST00000297679	262	143,159		240	258	
ENST00000222462	365	82,263	277		261	
ENST00000167106	364	8,348	40		16,37	
ENST00000373803	342				20,21,23,24,169	
ENST00000297477	356	221,333	233,332	12,13,274	10,38,41,61,238,336	19,107
ENST00000514080	359	22,153,325	113,173,353	26,101	56,60,72,149,150,177,190,205,224,234,256,269,321,355,358	
ENST00000374431	352		2,3	276	10	
ENST00000375333	363	112	108		6,36,37,51,69,72,118,133,306	
ENST00000614126	359	165			71,87,183,294	
ENST00000379026	319		10,308,317	49,197	3,39,42,55,59,63,71,106,110,149,176,178,181,182,185,207,300,307	122
ENST00000371906	363		256		45,53	
ENST00000427197	365		289	107,328	13,26,44,84,85	
ENST00000225729	331					143
ENST00000339012	366	267	47,328,332	50,54,315	4,12,46,60,116,161,165,199,229,239,264,298,318	
ENST00000613539	357	3	11	63,292,326	16,44,93,186,259	15
ENST00000531120	363			2,3		
ENST00000287675	368	74	205	57,104,119	3,4,6,34,40,47,53,58,73,346	206,364
ENST00000319595	366			13,86,225,266	244,276,320	
ENST00000436587	363	35	85		34,88,156,225,355	
ENST00000382085	377	117,277,346	118,158,221	3,11,50,57,73,77,155,165,249,261	39,82,170,174,183,188,207,323,368	71
ENST00000605860	363	35,67,141,267,303		42,180,189,190,259,311	28,52,64,233	91
ENST00000317551	280	77,210			31,247	
ENST00000370383	362		66			
ENST00000332782	364	203	77	306	79,237	
ENST00000323040	362				341,343	
ENST00000307584	357	194	56,179,317		80,169,294,321	
ENST00000647789	364	333		191		
ENST00000368480	318	167	144	40,211	20,21,36,39,67,72,73,112,196,293,312	
ENST00000434600	364	93,123,180		141,345,346,351,356,358,362	17,48,78,190,192,254,280	
ENST00000358127	364			354,355,358,362,363		
ENST00000285518	355		330	249	299	
ENST00000329913	364	258	18,245,323		20,36,131,166,179,227,231,263,322,345	
ENST00000392481	363	25			15,33	
ENST00000558583	236			164	139,175	
ENST00000545170	326	230,231	318	268,290,319	177,273	
ENST00000539909	362		133			152
ENST00000538775	361		33		37,221,235	
ENST00000382936	293			237	13,15,16,34,148	
ENST00000377602	364		42,229	51	22,110,146,168,335	319,333
ENST00000272928	362	243			153,205,218,223,227	
ENST00000354473	187					
ENST00000269466	363		267	85,192	137,263,305	
ENST00000544369	361	68,287		3,54,195	13,190,228,258,300,318	
ENST00000376542	338			321	2,273	
ENST00000522362	364	30	229,339	88	24,33,63,126,182,183,231,352	180
ENST00000308448	359					
ENST00000228318	362			268	18,30,33,301	
ENST00000380094	361		4,32		23,33,47,162,335,353	
ENST00000006777	59				8,41	
ENST00000322602	360		346	59	97	28
ENST00000638771	319			311,312,314,315,317,318		
ENST00000230461	361			280	103	
ENST00000314134	351	227	27,335	76,276	8,243,336,343,344	204
ENST00000330953	360				27,277	
ENST00000373178	363		218	3,62,209		
ENST00000498165	360					
ENST00000378198	362		235,360	78,335	6,116,148,268,332	
ENST00000361035	364	6	147,216	9,24,326	5,29,172,183,185	
ENST00000259915	225					
ENST00000407025	360		102		54	
ENST00000370035	314				223	
ENST00000285667	349			156,191	208,213,217,303	
ENST00000324675	369	160,166,353	6,90,129,138,264	35,92,193,197,230,240	23,75,94,126,153,187,226,246,261,283,287,297,302,341,355,360	
ENST00000338415	361		108,238,314	8,35	5,48,171,256,291,292	
ENST00000302103	359				307	
ENST00000265441	360	359			78	
ENST00000302746	359				214	
ENST00000317605	359					
ENST00000397168	360		157,158,210,223,252	82,160,193	41,64,73,94,148,179,186,228	
ENST00000388747	360		110	163,164,178	250,270,294	254
ENST00000377079	359		340		10,15,214	
ENST00000464488	369	30,46,141,186,337,339	74,340	16,170,199,311	77,138,213,265,272,280,333	
ENST00000369500	361	154	72	359	3,28,89,163,165,199,265,270,341,350,352	
ENST00000235521	360			108	4,11,12,29,147,178,298,301,337	
ENST00000382040	361	47	8,50		10,30,55,71,141,145,209	148
ENST00000231461	359					
ENST00000356173	357	193,355	66	224	43,49,55,57,60,81,87,118,142,182,274,311,327,328	
ENST00000233826	360	175			228,232,270,334	
ENST00000379919	359					
ENST00000370211	110	17,55		104	65,68,103	
ENST00000577809	346	134			9,53,94,331	
ENST00000370665	360		99	297	82,84,217,274,352	345
ENST00000377317	365	302	177	113,223,240,241	174,233,259,322	
ENST00000372565	353	82,304		115,170,292,351	51,101,159,176,233,248,343	
ENST00000366933	350	214	152,310		16,43,113,124,135,247,274,276,292	
ENST00000649185	356	327		57,58,60,62,64,65,68,69,71,76,81,82	10,30,44,45,54,268	26
ENST00000380051	363	100,185	24,93,176,286,325	64,296	62,83,107,132,225,236,256,272,360	
ENST00000399143	338	9	8,196,267	95,103,233,328	34,105,195,337	
ENST00000374472	360	63			7,52,100,264,316,320	290
ENST00000418425	355		199		295	
ENST00000220822	358		20		3,114,350	
ENST00000647358	305	207	155	50,52,119,149	40,45,115,156,230,261	249
ENST00000537031	359	118			97,151,187,345	
ENST00000248983	337	101,152,201,249,307	81,181,194	5,12,67,109,114,165,173,178,226,282	10,33,38,65,94,115,120,187,321,331	106,107,112,189
ENST00000495075	360	5	24,34,310,331	192	31,50,60,78,164,256,316,326,330	
ENST00000295414	289					
ENST00000399892	357	342	138			
ENST00000370758	359	321			5,9,15,97,353	
ENST00000225873	359	233	223		8,10,199,289	
ENST00000284311	360			191	149,262	275
ENST00000332680	344					
ENST00000254759	366	269,326,337,363	78	30,52,178,354	12,18,43,59,143,322	3
ENST00000644076	356				22,347	
ENST00000651961	339	20,136,207,286	145	76	135,278,297	
ENST00000432459	284	200	35		44,51,54,59,62,95,111,124,201,241	
ENST00000395211	336	285	210	296		
ENST00000360540	357				321	
ENST00000307518	360		117,340	23,336	12,176	348
ENST00000303577	356					
ENST00000295121	357	120	351		2	
ENST00000389677	356					
ENST00000302536	347	59	295,321	33	62	
ENST00000369093	332					
ENST00000370355	339	21,204	200	90	87,216,226,231,335	
ENST00000263694	357			43		
ENST00000295317	360	316	254,313	326,349	34,118,142,281	307
ENST00000396037	356				5	
ENST00000355451	360	3	129	110	126,138,187	124,166
ENST00000256460	244				229	
ENST00000262644	359			50,203,319	43	
ENST00000218008	353		340	61	27,44,47,75,111,130,208,332	
ENST00000380071	356		215,220,290			
ENST00000345317	359	250		26,58	77,100,115	
ENST00000441222	354					
ENST00000262219	357	289,313	206		4,23,29,118,132,285,302,339,341	
ENST00000336915	359	161		19,65,167	17,243,262,320	
ENST00000529533	344	141	92,146	65,299,341,343	7,11,15,88,90,130,138,180,194,236	
ENST00000517399	251				99,226	
ENST00000253801	357	139	99	186	142,247,265,304,308,311,340	
ENST00000215832	341					
ENST00000612742	296	92,171		3,244	70,97,103,139,195,200	
ENST00000259526	357	42,103	31	74	3,34,45	
ENST00000517956	326		216			14
ENST00000358387	358	111	5,88	9,124,153,340	47,95,118,125,309	
ENST00000426836	356	347	259	23	24,36,57,237,249,257,261,296,340	
ENST00000366711	356	18	26,42,47	353	11,82,86,91,123,130,178,284,288	
ENST00000261783	354				15,19,55,97,177,190,231,265,284,347,351	
ENST00000313601	355			127		
ENST00000264249	356	146	73,76	258	74,106	
ENST00000322563	354				35	
ENST00000394319	293		40			
ENST00000222219	359	66,170	73,224	43,269,303,342	7,120,129,180,196,208	
ENST00000235345	326				160,167	
ENST00000357731	354				150,176,313	
ENST00000332629	358	242		203,264	6,273	266
ENST00000287907	357	84,270	119,317		264	295
ENST00000262493	346					
ENST00000562188	354				34,271,307,347	
ENST00000442253	354				173	
ENST00000178638	354	202			12,135,159,313,321,332,337	
ENST00000566339	354	92	328		52,248,251,310	
ENST00000409496	353					
ENST00000316836	345				91,156,237,243,245,246	
ENST00000380835	359	57,163,284		132,154	99,157,207,233,299,300,310,356	195
ENST00000297904	354		251		81,321,327	
ENST00000332780	354		306	200	283	
ENST00000201586	347	247,296,342	302,321,335	234,242	46,200,223,226,294,316,336	329,330
ENST00000368931	357		16,86	51,189	54,93,123,155,158,174,196	52,171
ENST00000611644	338	145	317			
ENST00000337491	207	203			33,194,199,200	
ENST00000586576	347	26,38,279	84,175,214,286	60,217,343	2,17,88,101,142,149,154,160,165,211,288,295	128
ENST00000478399	357			50,177,343	78,101,206,248	
ENST00000370853	351	123			241,271	
ENST00000334082	295		292		256	260
ENST00000395834	350	267,294,339	232	39,305	50,113,178,221,331,333	
ENST00000570682	353					
ENST00000433529	307			252		
ENST00000542735	353		183	331	252,326	
ENST00000513748	251			144,161	35,39,120,160,163,165,176,180,189,201,204,226,233	
ENST00000303694	352					
ENST00000355190	353		3,131,290	178,215	148,198,334	
ENST00000375896	356	118	59,107	72,81	30,38,77,83,138,209,226,302	331
ENST00000264198	328				24,34,53,119,201	
ENST00000264020	322	9	55	42	51,81,291	
ENST00000548523	358	36,57,66		8	60,69,80,120,146,155,190,320	47
ENST00000334049	340					
ENST00000055077	318			32	3,5,22,100,160,263,292	
ENST00000380607	352					
ENST00000419761	352		296		10,33,177,195,290	
ENST00000304231	306			241	85	
ENST00000268231	325	15		14,78,143,236,291	21,23,46,95,139,186,201,292,299	284
ENST00000216214	357	126,129,142,155,158,159	102,106		120,183,200,290,346,347	
ENST00000336767	338	24		45	11,21	
ENST00000379757	344	338	210		148,150,204,267,277,298	
ENST00000395473	285	104	123	188,199	67,96,148,162,164,169,198,209,219,227,278	
ENST00000331426	353	180	143,188	142	34,88,99,104,120,139,155,159,164,167,171,196,199,259,269,270,323	
ENST00000294638	350					
ENST00000540149	345					
ENST00000297325	355		128,160	12,173,320	24,83,110,158,312	115,166
ENST00000397956	317	27,269	164,223	66,221,287	72,92,144,152,162,173,180,181,186,188,192,196,197,205,246,274,276,285,291	147,215,273
ENST00000313146	351				30,65,126,130,148,166,175,253	59
ENST00000644580	352		70,212		30	265
ENST00000283632	344			13		
ENST00000612294	301	30	297	46	43,263	134,213,215
ENST00000284878	352			2	147	
ENST00000404488	309	273		275,276	41,159,170,176,196,197,243	
ENST00000284523	351			176		
ENST00000555868	350			188	88,349	
ENST00000343737	351	11				
ENST00000232461	325					
ENST00000409817	347					19
ENST00000326581	352	94,182,313	207	161,263,295,314	6,39,70,80,86,100,147,148,201,224,237,250,254,255,265	268
ENST00000652303	224		87,121,135	9,70,155	2,10,24,112,163	55,185
ENST00000533050	351			346	19,326	
ENST00000237642	358	92,191,207	116,137,301	120,170,230	58,227	180
ENST00000612248	287					
ENST00000607784	340	300,306	36,43	141,178	195,286,294,297,301,319,330	277,325
ENST00000268042	347	14,340		15	7,176,312	
ENST00000394053	350				18,27,103	
ENST00000266126	351	148	50	48	138	
ENST00000548883	356	127	78,287	51,178,207,214,265	22,31,37,53,58,79,94,97,103,128,164,203,205,230,235,244,297	112,193
ENST00000247194	336	295	9,125	108,178	109,172,182	66
ENST00000539900	311			310	2,39	
ENST00000527974	359	19,56,188,226	156,165,222	92,218,245,287,329	107,195,223,283,294,295	
ENST00000404933	340					
ENST00000371711	349		187		41,146	
ENST00000393593	349		69		189,321	
ENST00000393733	176	4		13,136,155,175	5,10,37,38,41,43,44,47,78,112,122,124,126,132,134,140,149,151,172	
ENST00000539253	350			50	101,210,324	
ENST00000374272	312	237			66,150,195,297	
ENST00000548315	338	266				
ENST00000324679	350			29		
ENST00000218340	295		290		246	
ENST00000396757	358	91,110	35,103	13,61,77,278	33,37,46,72,128,134,193,219,225,227,235,249,260,282,283,286,291,292,294,295,299,307,315,324,326,331,333,336,341,345	50,276
ENST00000250160	294				108,141,179,191,202,205,246,272,293	
ENST00000326737	349		335	240	128	
ENST00000372874	352	153,239,270,350,351	241		10,77	
ENST00000296271	348					
ENST00000249887	350	51,287	243		164,199,274	
ENST00000367001	326	283	106			
ENST00000299163	349		36	87	11,97	
ENST00000354698	342	110,194	22,30,38,54,65,73	230	9,11,64,95,152,163,167,189,244,257,275,278,298,330,335	
ENST00000344537	350	307	32,300	22	68,267,345	346
ENST00000541650	285		17,29,222	265	2,61,134,136,205,276	
ENST00000396083	353		146	8,274	18,104	92,352
ENST00000375363	355	46,119,219,342	247		40,67,135,287,303,345,351	49,227,354
ENST00000357155	351	106	205,287	58	6,37,161	
ENST00000375826	352	105,314		229	13,191,218	26
ENST00000537468	339	21,125	32	272	19,33,71,75,76,117,182,206,214,215,237,284	
ENST00000289119	325		272	186,232	63,78	
ENST00000285393	350			61,253,306		
ENST00000331268	346					
ENST00000639438	351	329	170,289	260	138,139,141,159,165,190,205	46,152
ENST00000249389	348			17	6,322,343	
ENST00000421367	348			325	340	
ENST00000265132	285	102	255	35,242	32,142,233	214
ENST00000617979	293	80			121,260,291	
ENST00000301149	349	307		241	84,124,127,291,340	
ENST00000046087	351	247	38,67	25	11,18,72,151,218,233,256	154
ENST00000383820	298	51,63	159,170,244,296	6	10,16,18,22,41,157,176,192,260,271,276	
ENST00000261296	350	12,341	110	279	5,15,183	
ENST00000381554	341			144,238	24,112	
ENST00000381210	347	65			47,49,95,173,275,279,334	
ENST00000342907	289			81,83	37,45,64,261	
ENST00000440886	342	189,277		147,338	169,170,200,276,315	111,341
ENST00000309731	351	17,96,345	120,225	150,291	39,51,191,230,232,264,286,294	10
ENST00000295757	334		123	327	57,308	
ENST00000383768	355	8,49,202,250,260	185,227,232	10,13,86,209,245	3,4,130,207,216,222,235,265,287,308	
ENST00000409358	277		129		60,89,113,119,121,122,211,222,230,257	94
ENST00000367166	346		305		4,10,25,79,234,265,286,293	
ENST00000642195	341				8,43,49	
ENST00000535784	348	166,289	32,151	154	15,41,101,104,150,211,214	
ENST00000332955	347	276,281		251,338	30,47,103,179,287,296,298,300,310,311,323,346	
ENST00000315927	348		4,39	273	120,256	
ENST00000256443	318				299,304	
ENST00000636035	342					
ENST00000296411	348	114		285	98,117	
ENST00000553376	311		186		203	
ENST00000340487	348	137	24,235		232	
ENST00000381714	347		41	28,29	42	
ENST00000431635	236	5			32,91,137	
ENST00000610966	304					
ENST00000269097	346	243	135,138		296	
ENST00000616645	352	194	105,226	103,133,156,192,307,331	5,7,23,178,180,212,214,266,269,297	
ENST00000230658	348			160,161,164		
ENST00000502773	345		217		51,206	
ENST00000296529	345		60,130			
ENST00000436072	345		326	227	298	
ENST00000328559	347			313	15,20,75,161,166,189,293	
ENST00000411826	314	20	2,3		28	
ENST00000398458	337		99,134	90,266	4,18,49,135,291,320	
ENST00000257497	346				289	
ENST00000263867	348	335		47	41,112,236	36
ENST00000345003	346	112		176,213	139,147,203	
ENST00000228922	288	10,58		36,286	51,151,204,253,260	
ENST00000216446	339		9		162,272	126
ENST00000525815	337		247	201,306	219	
ENST00000259727	345	256			98,276	
ENST00000378434	344				138,212	
ENST00000614476	340	3,84,165	25,50,98,116,212,339	86,105,155	2,5,94,104,107,114,208,226,249,252,284	312
ENST00000652429	315				28,142	
ENST00000392325	320					
ENST00000614426	350			46	40,53,86,109,143,209,219,240,266,342	147,332
ENST00000282572	293	15,241	55	20,268,277	18,29,31,33,136	
ENST00000361432	339	278			230,280	
ENST00000541970	326				3,36,39,72,223	47
ENST00000230381	346	304,310	302	128		
ENST00000523898	271	44		47,269	149,214	
ENST00000307301	352	14,22,30,132,236,329	37,151	75,120	33,46,69,162,232,251	247
ENST00000431206	327	13,33,34			294,312	
ENST00000605786	351	33,103,165,171,320,331	304	77,108,308	2,21,30,41,111,114,138,142,144,150,190,243,247,265,269,302,348	
ENST00000376819	342	32	145	35,131	54,85,88,94,103,110,140,330	29
ENST00000612771	281	30		205	41,53,85,141,173,211	165
ENST00000262605	342		267		277	
ENST00000228476	314	191,203	16,81,102,116	32,175	22,26,60,86,106,181	
ENST00000377095	340	229	50,290	231	51,271,338	
ENST00000650182	343	158,207,333		111,221,229,231,278	35,37,38,95	
ENST00000393381	313	174,208	93		35,62,176,182,187	
ENST00000359878	354	318	168,193	125,128,129,131,132,134,136,140,141,143,144,146,147,191,231,237	194,233,253,260,321,340,351	280
ENST00000155926	343	318				
ENST00000306390	347	64,141	113	36,58,65	14,19,24,37,117,157,170,288,316,345	
ENST00000302174	345	28,33,90	3,235,343	6,227,288,337	17,24	294
ENST00000428304	342				9,66,189,197	
ENST00000360321	363	107,116,123,127,135,143,305	199	50,81,94,126,136,151,157,166	33,46,62,69,70,95,97,99,110,138,159,171,221,227,260,310	16,66,87,248
ENST00000614556	342					
ENST00000614766	342	56	9,326	231	26,55,230,241,249,305,324	
ENST00000287139	347	64,67,165		46,183	13,19,109,112,126	
ENST00000368947	283			82,208,217	74,96,99,108,114,117,130,144,158,186,200,238,262	
ENST00000356150	342		246	243	30,196,199,228,251,278,279,293	
ENST00000240285	341					
ENST00000619836	341					
ENST00000258418	341				300	
ENST00000374704	273					
ENST00000610897	340					
ENST00000273286	345		107	176,228,289	26,43,90,152,208,237,248,263	267
ENST00000317216	336					
